Code,Name,Brand,MAP Price,Warranty,Weight,Stock Level,Product Images,UPC/EAN
UK-AC-131E,"EOD Call Sign Patches, IR & Glow-In-The-Dark Set",UKARMS,10.99,,0.1,5,Product Image URL: http://www.airsoftstation.com/product_images/u/375/eod-call-sign-patches-ir-and-glow-in-the-dark-set__15178.jpg,8.75E+11
UK-AC-131G,"Gold Call Sign Patches, IR & Glow-In-The-Dark Set",UKARMS,8.99,,0.1,5,Product Image URL: http://www.airsoftstation.com/product_images/z/394/gold-call-sign-patches-ir-and-glow-in-the-dark-set__72542.jpg,8.75E+11
UK-AC-131N,"Nest Call Sign Patches, IR & Glow-In-The-Dark Set",UKARMS,10.99,,0.1,5,Product Image URL: http://www.airsoftstation.com/product_images/c/477/nest-call-sign-patches-ir-and-glow-in-the-dark-set__26482.jpg,8.75E+11
UK-AC-131P,"PJ Call Sign Patches, IR & Glow-In-The-Dark Set",UKARMS,10.99,,0.1,5,Product Image URL: http://www.airsoftstation.com/product_images/z/038/pj-call-sign-patches-ir-and-glow-in-the-dark-set__61714.jpg,8.75E+11
UK-AC-131R,"Red Call Sign Patches, IR & Glow-In-The-Dark Set",UKARMS,8.99,,0.1,5,Product Image URL: http://www.airsoftstation.com/product_images/l/117/red-call-sign-patches-ir-and-glow-in-the-dark-set__29525.jpg,8.75E+11
UK-AMS-PATCH-086,"AMS Shoot Like A Girl Patch, Hi-Fidelity Patch Series, Gray",UKARMS,4.99,,0.1,1,Product Image URL: http://www.airsoftstation.com/product_images/r/378/ams-shoot-like-a-girl-patch-hi-fidelity-patch-series-gray__62721.jpg,8.75E+11
UK-PATCH-AP-AIAE,"Aprilla Design PVC Iff Hook and Loop Modern Warfare Series Patch, Ai Ae",UKARMS,8.99,,0.1,3,Product Image URL: http://www.airsoftstation.com/product_images/o/518/aprilla-design-pvc-iff-hook-and-loop-modern-warfare-series-patch-ai-ae__77979.jpg,8.75E+11
UK-PATCH-AP-416LE,"Aprilla Design PVC Iff Hook and Loop Modern Warfare Series Patch, 416 Limited Edition",UKARMS,14.95,,0.1,4,Product Image URL: http://www.airsoftstation.com/product_images/h/190/aprilla-design-pvc-iff-hook-and-loop-modern-warfare-series-patch-416-limited-edition__71560.jpg,8.75E+11
UK-PATCH-AP-G28,"Aprilla Design PVC Iff Hook and Loop Modern Warfare Series Patch, G28",UKARMS,9.99,,0.1,2,Product Image URL: http://www.airsoftstation.com/product_images/i/505/aprilla-design-pvc-iff-hook-and-loop-modern-warfare-series-patch-g28__30249.jpg,8.75E+11
UK-PATCH-AP-VECTORDE,"Aprilla Design PVC Iff Hook and Loop Modern Warfare Series Patch, Kriss Vector DE",UKARMS,10.99,,0.1,2,Product Image URL: http://www.airsoftstation.com/product_images/p/583/aprilla-design-pvc-iff-hook-and-loop-modern-warfare-series-patch-kriss-vector-de__50386.jpg,8.75E+11
UK-PATCH-AP-AIAE-OD,"Aprilla Design PVC Iff Hook and Loop Modern Warfare Series Patch, Ai Ae, OD Green",UKARMS,8.99,,0.1,3,Product Image URL: http://www.airsoftstation.com/product_images/n/324/aprilla-design-pvc-iff-hook-and-loop-modern-warfare-series-patch-ai-ae-od-green__50509.jpg,8.75E+11
UK-PATCH-AP-M110,"Aprilla Design PVC Iff Hook and Loop Modern Warfare Series Patch, M110",UKARMS,9.99,,0.1,3,Product Image URL: http://www.airsoftstation.com/product_images/t/851/aprilla-design-pvc-iff-hook-and-loop-modern-warfare-series-patch-m110__60229.jpg,8.75E+11
UK-WE-R-M010-MSK-TAN,"WE Tech MSK Open Bolt Gas Blowback Airsoft Rifle, Tan",WE,370,30 Day Return / 60 Day Warranty ,11.5,0,Product Image URL: http://www.airsoftstation.com/product_images/z/778/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-tan__48127.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/678/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-tan__05664.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/525/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-tan__99648.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/306/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-tan__78264.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/983/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-tan__33892.jpg,8.40E+11
UK-WE-R-M010-MSK-BK,"WE Tech MSK Open Bolt Gas Blowback Airsoft Rifle, Black",WE,370,30 Day Return / 60 Day Warranty ,11.5,0,Product Image URL: http://www.airsoftstation.com/product_images/k/673/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-black__26047.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/303/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-black__43551.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/257/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-black__24069.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/234/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-black__89842.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/596/we-tech-msk-open-bolt-gas-blowback-airsoft-rifle-black__50216.jpg,8.40E+11
UK-TM-M45A1,"Tokyo Marui M45 ""Desert Sand"" Gas Blowback Airsoft Pistol, Tan",Tokyo Marui,180,30 Day Return / 60 Day Warranty ,2.5,0,Product Image URL: http://www.airsoftstation.com/product_images/p/372/tokyo-marui-m45-desert-sand-gas-blowback-airsoft-pistol-tan__60790.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/168/tokyo-marui-m45-desert-sand-gas-blowback-airsoft-pistol-tan__33102.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/899/tokyo-marui-m45-desert-sand-gas-blowback-airsoft-pistol-tan__96856.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/215/tokyo-marui-m45-desert-sand-gas-blowback-airsoft-pistol-tan__48004.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/689/tokyo-marui-m45-desert-sand-gas-blowback-airsoft-pistol-tan__43154.jpg,4.95E+12
UK-LT-34BA14-G2-ME,"Lancer Tactical Enforcer Series BATTLE HAWK 14"" ProLine High FPS AEG Airsoft Rifle, Black",Lancer Tactical,259,30 Day Return / 60 Day Warranty ,8,0,Product Image URL: http://www.airsoftstation.com/product_images/a/530/lancer-tactical-enforcer-series-battle-hawk-14-proline-high-fps-aeg-airsoft-rifle-black__23397.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/738/lancer-tactical-enforcer-series-battle-hawk-14-proline-high-fps-aeg-airsoft-rifle-black__19803.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/756/lancer-tactical-enforcer-series-battle-hawk-14-proline-high-fps-aeg-airsoft-rifle-black__11166.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/199/lancer-tactical-enforcer-series-battle-hawk-14-proline-high-fps-aeg-airsoft-rifle-black__60409.jpg,8.75E+11
UK-LT-33BA-G2-ME,"Lancer Tactical LT-33 NIGHT WING ProLine High FPS AEG Airsoft Rifle, Black",Lancer Tactical,259,30 Day Return / 60 Day Warranty ,8,0,Product Image URL: http://www.airsoftstation.com/product_images/z/234/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-black__66329.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/896/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-black__55922.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/912/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-black__32346.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/359/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-black__72264.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/858/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-black__45937.jpg,8.75E+11
UK-LT-33TA-G2-ME,"Lancer Tactical LT-33 NIGHT WING ProLine High FPS AEG Airsoft Rifle, Tan",Lancer Tactical,259,30 Day Return / 60 Day Warranty ,8.5,15,Product Image URL: http://www.airsoftstation.com/product_images/k/339/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-tan__81648.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/710/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-tan__98264.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/846/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-tan__51152.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/868/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-tan__86774.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/657/lancer-tactical-lt-33-night-wing-proline-high-fps-aeg-airsoft-rifle-tan__82120.jpg,8.75E+11
UK-AC-G091-T,"G-Froce Adjustable Stock for Carbine Airsoft Rifles, Tan",,49.5,30 Day Return / 30 Day Warranty ,3,0,Product Image URL: http://www.airsoftstation.com/product_images/f/913/g-froce-adjustable-stock-for-carbine-airsoft-rifles-tan__47154.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/006/g-froce-adjustable-stock-for-carbine-airsoft-rifles-tan__47911.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/201/g-froce-adjustable-stock-for-carbine-airsoft-rifles-tan__81413.jpg,8.72E+11
LE-MTU019SSKB2,"UTG PRO Keymod AR15 15"" Super Slim Rail, Black & Blue 2-Tone",UTG,159.97,30 Day Return / 30 Day Warranty ,2,3,Product Image URL: http://www.airsoftstation.com/product_images/v/991/utg-pro-keymod-ar15-15-super-slim-rail-black-and-blue-2-tone__16176.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/608/utg-pro-keymod-ar15-15-super-slim-rail-black-and-blue-2-tone__00992.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/755/utg-pro-keymod-ar15-15-super-slim-rail-black-and-blue-2-tone__13639.jpg,4.72E+12
LE-MTUO19SSKR2,"UTG PRO Keymod AR15 15"" Super Slim Rail, Black & Red 2-Tone",UTG,159.97,30 Day Return / 30 Day Warranty ,2,0,Product Image URL: http://www.airsoftstation.com/product_images/a/968/utg-pro-keymod-ar15-15-super-slim-rail-black-and-red-2-tone__35436.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/513/utg-pro-keymod-ar15-15-super-slim-rail-black-and-red-2-tone__21999.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/296/utg-pro-keymod-ar15-15-super-slim-rail-black-and-red-2-tone__49147.jpg,4.72E+12
LE-RB-HP25B,"UTG Low Profile  5.5"" Keymod Rail Panel Covers, Black (7-Pack)",UTG,17.3,30 Day Return / 30 Day Warranty ,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/m/430/utg-low-profile-5.5-keymod-rail-panel-covers-black-7-pack__55158.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/314/utg-low-profile-5.5-keymod-rail-panel-covers-black-7-pack__10143.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/762/utg-low-profile-5.5-keymod-rail-panel-covers-black-7-pack__63407.jpg,4.72E+12
UK-LT-06B-G2-ME,"Lancer Tactical M4A1 LT-06 ProLine Series High FPS Carbine Airsoft Rifle, Black",Lancer Tactical,205,30 Day Return / 60 Day Warranty ,7.5,6,Product Image URL: http://www.airsoftstation.com/product_images/m/921/lancer-tactical-m4a1-lt-06-proline-series-high-fps-carbine-airsoft-rifle-black__83258.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/951/lancer-tactical-m4a1-lt-06-proline-series-high-fps-carbine-airsoft-rifle-black__53004.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/830/lancer-tactical-m4a1-lt-06-proline-series-high-fps-carbine-airsoft-rifle-black__08057.jpg|Product Image URL: http://www.airsoftstation.com/product_images/f/559/lancer-tactical-m4a1-lt-06-proline-series-high-fps-carbine-airsoft-rifle-black__66773.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/764/lancer-tactical-m4a1-lt-06-proline-series-high-fps-carbine-airsoft-rifle-black__11917.jpg,8.75E+11
UK-LT-06BL-G2-ME,"Lancer Tactical M4A1 LT-06 ProLine Series Low FPS Carbine Airsoft Rifle, Black",Lancer Tactical,205,30 Day Return / 60 Day Warranty ,7.5,7,Product Image URL: http://www.airsoftstation.com/product_images/w/597/lancer-tactical-m4a1-lt-06-proline-series-low-fps-carbine-airsoft-rifle-black__89735.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/579/lancer-tactical-m4a1-lt-06-proline-series-low-fps-carbine-airsoft-rifle-black__72077.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/307/lancer-tactical-m4a1-lt-06-proline-series-low-fps-carbine-airsoft-rifle-black__94758.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/111/lancer-tactical-m4a1-lt-06-proline-series-low-fps-carbine-airsoft-rifle-black__35237.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/942/lancer-tactical-m4a1-lt-06-proline-series-low-fps-carbine-airsoft-rifle-black__71042.jpg,8.75E+11
UK-LT-19Y-G2-ME,"Lancer Tactical M4 LT-19 10” ProLine High FPS Carbine Airsoft Rifle, Gray",Lancer Tactical,235,30 Day Return / 60 Day Warranty ,7.5,15,Product Image URL: http://www.airsoftstation.com/product_images/y/425/lancer-tactical-m4-lt-19-10-proline-high-fps-carbine-airsoft-rifle-gray__52059.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/171/lancer-tactical-m4-lt-19-10-proline-high-fps-carbine-airsoft-rifle-gray__63438.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/103/lancer-tactical-m4-lt-19-10-proline-high-fps-carbine-airsoft-rifle-gray__14515.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/850/lancer-tactical-m4-lt-19-10-proline-high-fps-carbine-airsoft-rifle-gray__21280.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/542/lancer-tactical-m4-lt-19-10-proline-high-fps-carbine-airsoft-rifle-gray__72714.jpg,8.75E+11
UK-LT-19YL-G2-ME,"Lancer Tactical M4 LT-19 10” ProLine Low FPS Carbine Airsoft Rifle, Gray",Lancer Tactical,235,30 Day Return / 30 Day Warranty ,7.5,6,Product Image URL: http://www.airsoftstation.com/product_images/p/215/lancer-tactical-m4-lt-19-10-proline-low-fps-carbine-airsoft-rifle-gray__64641.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/157/lancer-tactical-m4-lt-19-10-proline-low-fps-carbine-airsoft-rifle-gray__87274.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/978/lancer-tactical-m4-lt-19-10-proline-low-fps-carbine-airsoft-rifle-gray__25958.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/813/lancer-tactical-m4-lt-19-10-proline-low-fps-carbine-airsoft-rifle-gray__94631.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/556/lancer-tactical-m4-lt-19-10-proline-low-fps-carbine-airsoft-rifle-gray__59938.jpg,8.75E+11
UK-LT-29STOCK,"Lancer Tactical Alpha Stock, Black",Lancer Tactical,48.4,30 Day Return / 30 Day Warranty ,1.5,15,Product Image URL: http://www.airsoftstation.com/product_images/t/277/lancer-tactical-alpha-stock-black__25432.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/467/lancer-tactical-alpha-stock-black__96492.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/306/lancer-tactical-alpha-stock-black__61018.jpg,8.75E+11
UK-LT-333B,"Lancer Tactical LT-333B MK1 SMR Black Jack Strategic 10"" M4 Airsoft Rifle",Lancer Tactical,164.95,30 Day Return / 60 Day Warranty ,7.5,0,Product Image URL: http://www.airsoftstation.com/product_images/v/591/lancer-tactical-lt-333b-mk1-smr-black-jack-strategic-10-m4-airsoft-rifle__68646.jpg,8.75E+11
UK-LT-708,"Lancer Tactical LT-708 M4 708 Full Metal AEG Airsoft Rifle, Black",Lancer Tactical,148.95,30 Day Return / 30 Day Warranty ,5.9,14,Product Image URL: http://www.airsoftstation.com/product_images/k/477/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__94675.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/337/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__90487.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/409/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__85080.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/517/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__47494.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/842/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__41558.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/899/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__45332.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/512/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__83343.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/126/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__08151.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/026/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__45579.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/996/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__63148.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/429/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__70834.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/891/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__93037.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/781/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__49174.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/911/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__62079.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/981/lancer-tactical-lt-708-m4-708-full-metal-aeg-airsoft-rifle-black__18368.jpg,8.75E+11
UX-2218004,"Amoeba Upgraded Striker  Bolt, Stainless Steel",,136.95,Parts Return Policy ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/x/436/amoeba-upgraded-striker-bolt-stainless-steel__66380.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/771/amoeba-upgraded-striker-bolt-stainless-steel__68577.jpg,7.23E+11
UX-2218017,"Amoeba Striker M-LOK Handguard, Black",,42.9,30 Day Return / 30 Day Warranty ,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/r/453/amoeba-striker-m-lok-handguard-black__81512.jpg,7.23E+11
UX-2218018,"Amoeba Striker M-LOK Handguard, Dark Earth",,42.9,30 Day Return / 30 Day Warranty ,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/z/861/amoeba-striker-m-lok-handguard-dark-earth__77207.jpg,7.23E+11
UX-2218019,"Amoeba Striker M-LOK Handguard, OD Green",,42.9,30 Day Return / 30 Day Warranty ,0.5,1,Product Image URL: http://www.airsoftstation.com/product_images/l/957/amoeba-striker-m-lok-handguard-od-green__61270.jpg,7.23E+11
UX-2218020,"Amoeba Striker M-LOK Handguard, Grey",,42.9,30 Day Return / 30 Day Warranty ,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/q/626/amoeba-striker-m-lok-handguard-grey__51703.jpg,7.23E+11
UX-2218029,"Amoeba Striker Spiral Fluted Barrel, Long",,81.95,Parts Return Policy ,0.2,1,Product Image URL: http://www.airsoftstation.com/product_images/u/259/amoeba-striker-spiral-fluted-barrel-long__27209.jpg,7.23E+11
UX-2218028,"Amoeba Striker Spiral Fluted Barrel, Short",,59.95,Parts Return Policy ,0.2,6,Product Image URL: http://www.airsoftstation.com/product_images/i/462/amoeba-striker-spiral-fluted-barrel-short__19366.jpg,7.23E+11
UX-2218021,Amoeba Barricade M-LOK Hand Stop,,18.4,30 Day Return / 30 Day Warranty ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/i/208/amoeba-barricade-m-lok-hand-stop__85388.jpg,7.23E+11
UX-2218022,Amoeba 45° Angled M-LOK Grip,,26.4,30 Day Return / 30 Day Warranty ,0.2,1,Product Image URL: http://www.airsoftstation.com/product_images/e/738/amoeba-45-angled-m-lok-grip__16769.jpg,7.23E+11
UX-2218023,Amoeba Adjustable Angled M-LOK Modular Grip,,33,30 Day Return / 30 Day Warranty ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/u/309/amoeba-adjustable-angled-m-lok-modular-grip__24547.jpg,7.23E+11
UX-2218024,Amoeba M-LOK Modular Grip,,26.4,30 Day Return / 30 Day Warranty ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/s/290/amoeba-m-lok-modular-grip__17404.jpg,7.23E+11
UX-2218025,"Amoeba M-LOK 2” Key Rail Set, 2-Pack",,19.5,30 Day Return / 30 Day Warranty ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/y/427/amoeba-m-lok-2-key-rail-set-2-pack__46418.jpg,7.23E+11
UX-2218026,"Amoeba M-LOK 3.5” Key Rail Set, 2-Pack",,20.2,30 Day Return / 30 Day Warranty ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/h/568/amoeba-m-lok-3.5-key-rail-set-2-pack__17320.jpg,7.23E+11
UX-2218027,"Amoeba M-LOK 5” Key Rail Set, 2-Pack",,20.7,30 Day Return / 30 Day Warranty ,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/u/077/amoeba-m-lok-5-key-rail-set-2-pack__83039.jpg,7.23E+11
UK-LT-15BL-G2-ME,"Lancer Tactical M4 SD Proline Series 7"" Rail Low FPS Airsoft Rifle, Black",Lancer Tactical,209,30 Day Return / 60 Day Warranty ,11,4,Product Image URL: http://www.airsoftstation.com/product_images/w/914/lancer-tactical-m4-sd-proline-series-7-rail-low-fps-airsoft-rifle-black__96780.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/314/lancer-tactical-m4-sd-proline-series-7-rail-low-fps-airsoft-rifle-black__74646.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/732/lancer-tactical-m4-sd-proline-series-7-rail-low-fps-airsoft-rifle-black__53006.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/253/lancer-tactical-m4-sd-proline-series-7-rail-low-fps-airsoft-rifle-black__37798.jpg,8.75E+11
UK-WE-D002-TG,"WE Tech Bulldog Full Size Full Metal Gas Blowback Airsoft Pistol, Titanium Gold",WE,115,30 Day Return / 30 Day Warranty ,2.5,0,Product Image URL: http://www.airsoftstation.com/product_images/p/664/we-tech-bulldog-full-size-full-metal-gas-blowback-airsoft-pistol-titanium-gold__18937.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/018/we-tech-bulldog-full-size-full-metal-gas-blowback-airsoft-pistol-titanium-gold__71495.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/333/we-tech-bulldog-full-size-full-metal-gas-blowback-airsoft-pistol-titanium-gold__00601.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/554/we-tech-bulldog-full-size-full-metal-gas-blowback-airsoft-pistol-titanium-gold__00358.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/436/we-tech-bulldog-full-size-full-metal-gas-blowback-airsoft-pistol-titanium-gold__35784.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/601/we-tech-bulldog-full-size-full-metal-gas-blowback-airsoft-pistol-titanium-gold__16788.jpg,8.40E+11
EVK-AEG-EGT001A,G&P Transformer Compact M4 AEG Airsoft Rifle w/ QD Front Assembly (8” Cutter Brake),G&P,399,30 Day Return / 30 Day Warranty ,10,0,Product Image URL: http://www.airsoftstation.com/product_images/b/918/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-qd-front-assembly-8-cutter-brake__44493.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/183/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-qd-front-assembly-8-cutter-brake__40275.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/366/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-qd-front-assembly-8-cutter-brake__48986.jpg,8.59E+11
EVK-AEG-TRANS-12-Cutter,G&P Transformer Compact M4 AEG Airsoft Rifle w/ i5 Gearbox & QD Front Assembly (12” Cutter Brake),G&P,405,30 Day Return / 30 Day Warranty ,10,0,Product Image URL: http://www.airsoftstation.com/product_images/w/663/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-i5-gearbox-and-qd-front-assembly-12-cutter-brake__98817.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/508/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-i5-gearbox-and-qd-front-assembly-12-cutter-brake__07282.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/812/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-i5-gearbox-and-qd-front-assembly-12-cutter-brake__66014.jpg,8.59E+11
EVK-AEG-EGT001B,G&P Transformer Compact M4 AEG Airsoft Rifle w/ QD Front Assembly (8” Rainier Brake),G&P,399,30 Day Return / 30 Day Warranty ,10,0,Product Image URL: http://www.airsoftstation.com/product_images/m/750/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-qd-front-assembly-8-rainier-brake__16960.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/734/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-qd-front-assembly-8-rainier-brake__49761.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/542/gandp-transformer-compact-m4-aeg-airsoft-rifle-w-qd-front-assembly-8-rainier-brake__10315.jpg,8.59E+11
EVK-AEG-EV-AEG077BK-GP,"G&P Skull Frog Keymod M4 Carbine AEG Airsoft Rifle w/ i5 Gearbox, Black",G&P,399,30 Day Return / 30 Day Warranty ,10,0,Product Image URL: http://www.airsoftstation.com/product_images/k/748/gandp-skull-frog-keymod-m4-carbine-aeg-airsoft-rifle-w-i5-gearbox-black__30091.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/968/gandp-skull-frog-keymod-m4-carbine-aeg-airsoft-rifle-w-i5-gearbox-black__62345.jpg,8.59E+11
PY-P-598,"Air Venturi Pro CQBBs 0.20g 5000ct. BBs, White",Air Venturi,12.6,,2,0,Product Image URL: http://www.airsoftstation.com/product_images/q/332/air-venturi-pro-cqbbs-0.20g-5000ct-bbs-white__47817.jpg,8.50E+11
EVK-AEG-EV-AEG077DE-GP,"G&P Skull Frog Keymod M4 Carbine AEG Airsoft Rifle w/ i5 Gearbox, Tan",G&P,399,30 Day Return / 30 Day Warranty ,10,0,Product Image URL: http://www.airsoftstation.com/product_images/y/567/gandp-skull-frog-keymod-m4-carbine-aeg-airsoft-rifle-w-i5-gearbox-tan__98746.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/960/gandp-skull-frog-keymod-m4-carbine-aeg-airsoft-rifle-w-i5-gearbox-tan__15551.jpg,8.59E+11
